customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8272-OGER,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,99.91,4982.45,No
8273-PKZW,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),66.73,328.55,No
8274-BMTY,Female,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.31,1217.85,No
8275-HXWV,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,101.74,300.89,No
8276-MLWO,Female,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.83,123.58,No
8277-LGIA,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.91,2511.14,No
8278-RPEO,Male,0,No,No,58,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.44,3756.76,No
8279-BPMU,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.22,1207.48,No
8280-BAAQ,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,77.44,3475.87,No
8281-WCAQ,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,91.2,1190.34,No
8282-TEDY,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.62,7794.68,Yes
8283-TXMZ,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.16,135.05,Yes
8284-LIFJ,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.56,2390.72,No
8285-YZCE,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.8,5752.74,No
8286-OPQE,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.75,1324.84,No
8287-NCLJ,Male,0,Yes,No,57,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),87.97,4993.81,No
8288-ZSCK,Male,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.36,4549.14,No
8289-MJUR,Female,0,Yes,No,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,80.41,5552.04,No
8290-LBIY,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,87.35,3396.96,No
8291-AXEB,Female,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.71,4936.38,No
8292-EICR,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,224.82,No
8293-TDFB,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,71.45,938.45,No
8294-KXRW,Female,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.9,249.02,Yes
8295-MBBT,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,103.38,1537.73,No
8296-DJHT,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.21,554.82,Yes
8297-NGHH,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.62,6833.07,No
8298-OMWS,Female,0,No,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.5,3052.54,Yes
8299-EHSM,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.19,803.75,Yes
8300-SBFY,Female,0,No,Yes,47,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,80.16,3817.86,No
8301-ZHDG,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,97.51,2560.07,Yes
8302-KUNU,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.46,4330.69,No
8303-UIOX,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.58,70.63,Yes
8304-QDLJ,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.93,5009.31,No
8305-OCGS,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,110.52,7070.10,No
8306-WXNR,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,53.97,No
8307-SWUQ,Male,1,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.4,640.25,No
8308-UAAN,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,94.7,951.54,No
8309-YIJY,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.42,4189.87,No
8310-KUEX,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,95.15,5264.96,Yes
8311-HROI,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,104.69,6454.31,No
8312-QYTW,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.57,4140.28,No
8313-TIKX,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,94.9,3907.51,No
8314-QIPR,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.33,1468.31,No
8315-LRTG,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.58,1687.47,Yes
8316-BZYT,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.02,4542.72,Yes
8317-JWMJ,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.96,1578.59,No
8318-TYWL,Male,1,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.05,7251.95,Yes
8319-HINI,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.13,323.91,Yes
8320-LOBT,Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.28,4193.49,No
8321-WWFP,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.52,1803.38,No
8322-CGUA,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.88,3158.20,No
8323-MXUB,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),96.89,1159.14,No
8324-NHAC,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.49,2273.63,No
8325-ILWY,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.85,1859.17,No
8326-ZWDM,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.42,136.28,Yes
8327-HTFF,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.98,883.17,No
8328-JXZD,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.56,4585.83,No
8329-ARFB,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.98,4549.90,No
8330-OKWG,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.19,2835.02,Yes
8331-UQBZ,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,59.07,423.63,No
8332-JJFX,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.86,670.00,Yes
8333-XPSW,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,88.19,5703.13,No
8334-LJIN,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,95.63,1518.43,No
8335-RCGF,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.29,2493.97,Yes
8336-BCKO,Female,0,Yes,No,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.72,4328.88,No
8337-RFQV,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.97,1744.77,Yes
8338-QNHK,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,52.25,262.43,No
8339-KBYM,Male,1,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.79,1264.62,No
8340-HLFC,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.4,5163.40,No
8341-KWDC,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.16,2509.69,No
8342-QEJK,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.28,5911.96,Yes
8343-JWAE,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.11,4677.04,No
8344-DQKE,Male,0,No,No,50,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.11,3083.79,No
8345-FKFP,Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.09,480.80,No
8346-FHRE,Female,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.33,344.20,Yes
8347-BXXP,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.51,1587.17,No
8348-LKDH,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.58,1463.08,No
8349-CZOL,Female,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,91.69,4687.81,No
8350-LORZ,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.59,4178.83,Yes
8351-QZVT,Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.5,3941.01,No
8352-GGXO,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,373.74,No
8353-RKIR,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.18,258.99,No
8354-MOIB,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),102.51,4732.34,No
8355-FCVI,Male,0,No,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.84,4312.76,No
8356-WJXB,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.42,734.85,Yes
8357-AAWV,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.07,376.76,No
8358-QEVS,Male,0,No,No,51,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.74,3136.46,No
8359-ZTWN,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.86,2840.77,Yes
8360-MAUK,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1180.00,No
8361-YRUU,Male,0,Yes,Yes,34,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.26,2943.58,Yes
8362-VVUB,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),89.12,3437.78,No
8363-HKIO,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,98.41,480.71,Yes
8364-NXJU,Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.65,5948.18,No
8365-PTMG,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,96.58,2299.34,No
8366-KMET,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.54,588.12,No
8367-BPML,Male,1,Yes,Yes,46,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),61.63,2852.72,No
8368-RPOH,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,1134.49,No
8369-TLIL,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.58,3345.81,No
8370-UUYH,Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.4,6129.17,Yes
8371-UMLZ,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,93.84,769.73,No
8372-NGIF,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,92.31,652.77,No
8373-ZPWP,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),83.36,5096.16,No
8374-VPIP,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.69,5172.21,No
8375-BNKU,Female,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,82.88,3797.11,Yes
8376-CQYC,Female,1,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.92,4828.19,Yes
8377-YWVR,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.64,2291.34,Yes
8378-ZKAP,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.65,701.84,No
8379-HPND,Female,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.92,1133.54,No
8380-JTZS,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.39,1580.33,No
8381-TVGO,Male,1,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,54.77,2608.81,No
8382-EFGW,Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.53,1194.07,Yes
8383-YHFJ,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),44.71,3134.21,No
8384-CZHF,Male,1,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,55.27,Yes
8385-VJEH,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),91.25,5201.41,Yes
8386-LXSO,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.18,399.21,No
8387-PCPG,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,71.25,4080.65,No
8388-BMTW,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,66.31,2372.62,No
8389-PVAF,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.04,1809.26,Yes
8390-GNHN,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.88,474.01,Yes
8391-RXDS,Female,1,No,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,58.65,2681.52,No
8392-EXUX,Female,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.63,958.49,No
8393-BDKZ,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,616.81,No
8394-KARO,Male,0,Yes,No,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,64.08,4337.82,No
8395-DZDT,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),102.85,6753.23,No
8396-VFZA,Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.95,3312.39,No
8397-EWLS,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.63,3231.59,No
8398-STYU,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.37,3469.86,No
8399-IDXH,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.31,3987.74,No
8400-ZJGG,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.69,1383.80,Yes
8401-DZQH,Male,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,93.76,5499.95,Yes
8402-GTIR,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.99,459.79,Yes
8403-QCRE,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,63.87,2448.58,No
8404-KQXO,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,86.74,5088.09,No
8405-BRUU,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.15,3960.24,Yes
8406-JGAR,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),84.68,2249.13,No
8407-ULKM,Female,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),83.88,2480.34,Yes
8408-AWDF,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.32,2755.75,Yes
8409-EECS,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,99.48,5421.56,No
8410-VSPR,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),70.82,4946.53,Yes
8411-OADE,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.07,5526.79,No
8412-FGNB,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.46,1893.34,No
8413-PFSG,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.59,241.35,Yes
8414-RCZO,Female,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.97,702.37,Yes
8415-EGIS,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.49,4728.07,No
8416-SGJW,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,102.99,4792.63,No
8417-PLDA,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.46,2221.24,No
8418-FUFA,Female,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),98.03,677.25,Yes
8419-QXCA,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.61,1311.62,No
8420-CTLK,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.6,4634.44,No
8421-OGUQ,Female,1,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.08,1283.41,Yes
8422-UEEI,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.65,1715.93,No
8423-IIPD,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),72.54,1813.04,Yes
8424-DCSR,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.43,886.27,Yes
8425-CJFB,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.88,5893.12,Yes
8426-VZBQ,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.82,2958.42,No
8427-QDDY,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,92.98,5331.87,No
8428-ZFDW,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.3,3183.73,No
8429-SBDC,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.8,912.13,No
8430-QGSG,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.32,3463.44,No
8431-UHYG,Male,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.5,2332.65,Yes
8432-VAIE,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.49,1352.47,No
8433-XZUT,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),85.61,2900.53,No
8434-BGQA,Male,1,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.58,3967.08,No
8435-YBNK,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,1207.95,No
8436-WWKX,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.52,2497.35,Yes
8437-EHBO,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.68,1238.42,No
8438-HEGX,Male,0,No,No,70,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,63.34,4499.69,No
8439-QWAK,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.78,1218.02,No
8440-UIYU,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.97,4866.69,No
8441-ZVUW,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),84.75,5913.57,No
8442-WCLR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,102.81,301.40,No
